year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Rolling mean employees,1149,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,92,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies",638,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total income,652,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,581,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,62,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,2078,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets,1686,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,15,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees,2028,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,131,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies",1195,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total income,1213,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,1031,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,186,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,4658,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,3659,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,18,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,12390,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid,1034,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",14743,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Total income,15998,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,13199,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1774,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Total assets,53705,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Fixed tangible assets,43996,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1137,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Rolling mean employees,18660,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid,1458,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total income,20276,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,16909,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2323,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,68752,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,56058,DOLLARS(millions)
2018,E,Construction,a_0,Activity unit,34620,COUNT
2018,E,Construction,a_0,Rolling mean employees,0,COUNT
2018,E,Construction,a_0,Salaries and wages paid,1371,DOLLARS(millions)
2018,E,Construction,a_0,"Sales, government funding, grants and subsidies",12131,DOLLARS(millions)
2018,E,Construction,a_0,Total income,12242,DOLLARS(millions)
2018,E,Construction,a_0,Total expenditure,10997,DOLLARS(millions)
2018,E,Construction,a_0,Operating profit before tax,1679,DOLLARS(millions)
2018,E,Construction,a_0,Total assets,14571,DOLLARS(millions)
2018,E,Construction,a_0,Fixed tangible assets,4151,DOLLARS(millions)
2018,E,Construction,b_1-5,Activity unit,20274,COUNT
2018,E,Construction,b_1-5,Rolling mean employees,38616,COUNT
2018,E,Construction,b_1-5,Salaries and wages paid,2619,DOLLARS(millions)
2018,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",11814,DOLLARS(millions)
2018,E,Construction,b_1-5,Total income,11894,DOLLARS(millions)
2018,E,Construction,b_1-5,Total expenditure,11013,DOLLARS(millions)
2018,E,Construction,b_1-5,Operating profit before tax,1091,DOLLARS(millions)
2018,E,Construction,b_1-5,Total assets,6656,DOLLARS(millions)
2018,E,Construction,b_1-5,Fixed tangible assets,1746,DOLLARS(millions)
2018,E,Construction,c_6-9,Activity unit,2814,COUNT
2018,E,Construction,c_6-9,Rolling mean employees,20169,COUNT
2018,E,Construction,c_6-9,Salaries and wages paid,1108,DOLLARS(millions)
2018,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",4764,DOLLARS(millions)
2018,E,Construction,c_6-9,Total income,4785,DOLLARS(millions)
2018,E,Construction,c_6-9,Total expenditure,4509,DOLLARS(millions)
2018,E,Construction,c_6-9,Operating profit before tax,350,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,"Sales, government funding, grants and subsidies",5441,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Total income,5637,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Total expenditure,4652,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,941,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Total assets,5356,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Fixed tangible assets,894,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Activity unit,2130,COUNT
2018,M,"Professional, Scientific and Technical Services",c_6-9,Rolling mean employees,15138,COUNT
2018,M,"Professional, Scientific and Technical Services",c_6-9,Salaries and wages paid,1113,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,"Sales, government funding, grants and subsidies",2613,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Total income,2655,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Total expenditure,2351,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,328,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Total assets,1648,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Fixed tangible assets,167,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Activity unit,1644,COUNT
2018,M,"Professional, Scientific and Technical Services",d_10-19,Rolling mean employees,21888,COUNT
2018,M,"Professional, Scientific and Technical Services",d_10-19,Salaries and wages paid,1656,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,"Sales, government funding, grants and subsidies",3935,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Total income,4094,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Total expenditure,3645,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,494,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Total assets,4403,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Fixed tangible assets,327,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Activity unit,879,COUNT
2018,M,"Professional, Scientific and Technical Services",e_20-49,Rolling mean employees,26097,COUNT
2018,M,"Professional, Scientific and Technical Services",e_20-49,Salaries and wages paid,2105,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,"Sales, government funding, grants and subsidies",5133,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Total income,5391,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Total expenditure,4784,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,694,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Total assets,5490,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Fixed tangible assets,431,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Activity unit,249,COUNT
2018,M,"Professional, Scientific and Technical Services",f_50-99,Rolling mean employees,16800,COUNT
2018,M,"Professional, Scientific and Technical Services",f_50-99,Salaries and wages paid,1345,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,"Sales, government funding, grants and subsidies",3125,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Total income,3346,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Total expenditure,3017,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,333,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Total assets,3523,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Fixed tangible assets,402,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Activity unit,102,COUNT
2018,M,"Professional, Scientific and Technical Services",g_100-199,Rolling mean employees,13968,COUNT
2018,M,"Professional, Scientific and Technical Services",g_100-199,Salaries and wages paid,1176,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,"Sales, government funding, grants and subsidies",2894,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Total income,3058,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Total expenditure,2674,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,422,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Total assets,3644,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Fixed tangible assets,213,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Activity unit,72,COUNT
2018,M,"Professional, Scientific and Technical Services",h_200+,Rolling mean employees,33999,COUNT
2018,M,"Professional, Scientific and Technical Services",h_200+,Salaries and wages paid,3161,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,"Sales, government funding, grants and subsidies",6425,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Total income,6794,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Total expenditure,7517,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,41,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Total assets,29308,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Fixed tangible assets,1634,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Activity unit,59130,COUNT
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Rolling mean employees,152844,COUNT
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Salaries and wages paid,14532,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,"Sales, government funding, grants and subsidies",37138,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total income,38926,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total expenditure,34598,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,5114,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total assets,61437,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Fixed tangible assets,6188,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,Activity unit,10851,COUNT
2018,N,Administrative and Support Services,a_0,Rolling mean employees,0,COUNT
2018,N,Administrative and Support Services,a_0,Salaries and wages paid,258,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,"Sales, government funding, grants and subsidies",1712,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,Total income,1798,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,Total expenditure,1511,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,Operating profit before tax,286,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,Total assets,2335,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,Fixed tangible assets,920,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,Activity unit,5286,COUNT
2018,N,Administrative and Support Services,b_1-5,Rolling mean employees,9693,COUNT
2018,N,Administrative and Support Services,b_1-5,Salaries and wages paid,469,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,"Sales, government funding, grants and subsidies",1577,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,Total income,1634,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,Total expenditure,1460,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,Operating profit before tax,144,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,Total assets,1520,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,Fixed tangible assets,415,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,Activity unit,636,COUNT
2018,N,Administrative and Support Services,c_6-9,Rolling mean employees,4548,COUNT
2018,N,Administrative and Support Services,c_6-9,Salaries and wages paid,201,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,"Sales, government funding, grants and subsidies",612,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,Total income,638,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,Total expenditure,572,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,Operating profit before tax,73,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,Total assets,386,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,Fixed tangible assets,121,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,Activity unit,510,COUNT
2018,N,Administrative and Support Services,d_10-19,Rolling mean employees,6921,COUNT
2018,N,Administrative and Support Services,d_10-19,Salaries and wages paid,289,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,"Sales, government funding, grants and subsidies",952,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,Total income,962,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,Total expenditure,903,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,Operating profit before tax,82,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,Total assets,732,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,Fixed tangible assets,133,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,Activity unit,396,COUNT
2018,N,Administrative and Support Services,e_20-49,Rolling mean employees,11955,COUNT
2018,N,Administrative and Support Services,e_20-49,Salaries and wages paid,528,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,"Sales, government funding, grants and subsidies",1497,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,Total income,1546,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,Total expenditure,1456,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,Operating profit before tax,113,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,Total assets,931,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,Fixed tangible assets,153,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,Activity unit,135,COUNT
2018,N,Administrative and Support Services,f_50-99,Rolling mean employees,9963,COUNT
2018,N,Administrative and Support Services,f_50-99,Salaries and wages paid,343,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,"Sales, government funding, grants and subsidies",759,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,Total income,782,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,Total expenditure,757,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,Operating profit before tax,58,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,Total assets,1473,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,Fixed tangible assets,239,DOLLARS(millions)
2018,N,Administrative and Support Services,g_100-199,Activity unit,105,COUNT
2018,N,Administrative and Support Services,g_100-199,Rolling mean employees,14517,COUNT
2018,N,Administrative and Support Services,g_100-199,Salaries and wages paid,467,DOLLARS(millions)
2018,N,Administrative and Support Services,g_100-199,"Sales, government funding, grants and subsidies",887,DOLLARS(millions)
2018,N,Administrative and Support Services,g_100-199,Total income,936,DOLLARS(millions)
